# gamma0 gamma1 gamma2 gamma3 log_central_pressure1_cgs log_central_pressure2_cgs
9.294837766155928938e-01 2.122150791200019260e-01 -4.614157705857027669e-02 1.795899092471740658e-03 1.053989218866622194e+35 5.529046315706730108e+34
5.963972156681401904e-01 4.515014817994084106e-01 -8.670236411212252359e-02 4.528517986359800393e-03 9.968712546756089562e+34 7.216685916551047998e+34
5.460763732323743458e-01 5.191078608699074559e-01 -1.094140348591654821e-01 5.607965360908711248e-03 1.309508619025524106e+35 7.333200421902438026e+34
2.295048348143893524e-01 7.155470982989080575e-01 -1.322978850037443976e-01 5.910573368123521812e-03 1.608930362659253532e+35 9.975177808431148341e+34
1.192279181963196155e+00 5.032273666414654664e-03 -1.129842890096704848e-02 8.991911245626875611e-04 7.765207752843579624e+34 6.078144295719717479e+34
4.920290027578934078e-01 5.355676677854065426e-01 -1.057188218179602318e-01 5.007492721195708728e-03 1.205244611345892228e+35 8.505146739530484492e+34
2.681122457899013933e-01 5.825333560354283291e-01 -9.566023935010979640e-02 3.826982049764826414e-03 2.192238598088801505e+35 1.239156344196597035e+35
4.900104691345726349e-01 5.042429716865927114e-01 -9.216678600184739778e-02 4.236359220100831963e-03 1.318632648791655070e+35 7.854499177899264365e+34
5.605431658243090753e-01 3.483324255828862404e-01 -5.764785258218091402e-02 2.325148644558618690e-03 1.763303242358551978e+35 1.326071641181717480e+35
3.382727882126618235e-01 6.782025684399272114e-01 -1.354944674478345823e-01 6.835277765251326562e-03 1.428706908994285118e+35 8.040470370799672207e+34
3.890228866936381591e-01 8.340999806665216898e-01 -1.861030287332665345e-01 9.999432260608728112e-03 6.667740730856667487e+34 5.874040883755946862e+34
7.928607491427632770e-01 3.826647836786638002e-01 -9.132239883141603232e-02 4.789779086281702354e-03 7.964389122898405120e+34 6.671566064767532207e+34
5.103458471181240297e-01 4.945397883826266883e-01 -8.191111112859883470e-02 3.167245745876463413e-03 8.765338388671973023e+34 8.137882509349704529e+34
1.208406534654662190e+00 -1.138438184678488285e-01 2.891286445207757322e-02 -2.110091396750702307e-03 1.113413586522473012e+35 6.859051619779278606e+34
5.517891224788575855e-01 4.663630115284052580e-01 -8.633313230130032490e-02 3.881211814127559501e-03 1.005321003614030940e+35 8.840126135949278991e+34
7.228035515350064166e-01 5.199279986489462324e-01 -1.318953808859013033e-01 7.442192920420385126e-03 7.083354672146866811e+34 6.214002611735738322e+34
7.657754972951539285e-01 2.522559533797121278e-01 -5.197050940383403372e-02 2.692792428972507965e-03 1.678927333820867622e+35 9.104053613076137246e+34
4.426923849971372560e-01 6.375755841293314630e-01 -1.237676553683029895e-01 5.841727183777066165e-03 9.573605011013379816e+34 6.280389364153891509e+34
2.032216155884854214e-01 6.397440878639326645e-01 -1.054789130112808448e-01 4.852135909934166685e-03 1.762160660705715304e+35 1.268489845677239941e+35
2.526653007914843596e-01 5.821285401353717415e-01 -9.124859835345898451e-02 3.588872033742314827e-03 1.821512500842854984e+35 1.320728413537032924e+35
2.199536135331130182e-01 5.241434762985153206e-01 -7.082483211559399694e-02 2.216356023416525284e-03 2.580176256853638720e+35 1.697916274536028987e+35
3.487733767928099526e-01 6.723319725279073289e-01 -1.260114201198355710e-01 5.827171476187303044e-03 1.311641538917703088e+35 6.610368898795722565e+34
3.204431952791483851e-01 4.573565277557507525e-01 -5.899648017906818781e-02 1.471274394647947631e-03 1.951148451448881967e+35 1.728901156312480826e+35
3.231002862835506417e-01 7.319920592234456791e-01 -1.356624303499836259e-01 5.781086799233899932e-03 9.408246301971022711e+34 6.766310089699269160e+34
3.159442360617984447e-01 7.801092555633863945e-01 -1.598859423213052910e-01 8.058855891682660186e-03 9.443140767392173502e+34 7.008285565087293778e+34
9.729749868520874978e-01 1.715415906513247934e-01 -3.667330766290512190e-02 1.079894033667923997e-03 7.574903697803167348e+34 7.181888167424793215e+34
1.024178230393430589e+00 7.675304161109430812e-02 -8.759808126647847595e-03 -3.437188017746317854e-04 8.082568613364319196e+34 7.109133738355849787e+34
2.843638244114433666e-01 6.090922767210515953e-01 -1.072052320627363553e-01 4.913924419786594444e-03 2.062283433879121438e+35 1.049487603191695981e+35
3.256544280634819932e-01 9.710481254173748411e-01 -2.337632129721905205e-01 1.320143480940502712e-02 6.382586558178298803e+34 6.255164070903528967e+34
2.522801157993417309e-01 5.701159974193629187e-01 -9.123685944397345871e-02 3.652800333129122261e-03 3.015736768818542845e+35 1.191676046971552087e+35
8.369238969652370574e-01 2.358983543799605120e-01 -5.095644242282438424e-02 2.678702758945518229e-03 1.328481106212802655e+35 7.236349183158503565e+34
7.120188133675601216e-01 4.823842399872330100e-01 -1.173042297577799459e-01 6.150920935283401766e-03 7.799990784906638140e+34 7.086037408811333223e+34
4.271830629680494207e-01 3.984096997971470766e-01 -5.283602324026741293e-02 1.201201396953281925e-03 2.199398960648865083e+35 1.341906787011554801e+35
1.108916141129570931e+00 1.054691356151016418e-01 -3.032861008279924206e-02 1.437063659850415119e-03 8.192760505974012610e+34 4.829445511925841069e+34
2.945953521876945036e-01 5.027064935112069977e-01 -6.559402612048842451e-02 1.857928451045054614e-03 1.961367840665602371e+35 1.203953909493945045e+35
3.309007816702863036e-01 4.684157942464732272e-01 -5.779411967064226885e-02 1.221861369305253780e-03 1.717690235768306295e+35 1.330053570770466132e+35
2.995596753523990796e-01 4.803974425293087158e-01 -6.612306228843506384e-02 2.283937038436029739e-03 2.962310019973504121e+35 1.258118571843831221e+35
2.508542063943282052e-01 5.150763460161859042e-01 -6.821702062264875521e-02 1.768008247768852259e-03 2.634019062972386358e+35 1.397767922151348057e+35
3.459527015621253199e-01 4.660745082880629053e-01 -7.613852834001499925e-02 3.693611220902516621e-03 2.832519438148483670e+35 1.573858157372893813e+35
3.716884542806176417e-01 4.283109782354077022e-01 -5.589328346282734783e-02 1.704673791437048792e-03 1.936774375874277674e+35 1.450569703639357381e+35
3.844624118471542951e-01 4.870923704254007114e-01 -7.547176147152696857e-02 3.061178744167231645e-03 1.701103071613724194e+35 1.099251395997072927e+35
4.151892963581667595e-01 4.177639683217516109e-01 -6.270852595118010797e-02 2.528110951686352633e-03 2.272947207828057046e+35 1.362308589960764199e+35
2.604433678104063898e-01 5.553213007034694115e-01 -7.910303364464800480e-02 2.604760771391117884e-03 1.836246134136147774e+35 1.217907343456126358e+35
6.739241605222108245e-01 3.346592912850648860e-01 -5.614987445671642402e-02 1.843872981148459225e-03 1.155540868052764595e+35 8.300924516842554657e+34
7.197412762151892407e-01 2.979574380237385856e-01 -4.411971011681332933e-02 1.426020407810719287e-03 9.741209310487461085e+34 7.201744182393641494e+34
3.364760377540628733e-01 4.841722593308842582e-01 -6.704355139514436845e-02 2.026185931838641631e-03 1.768627688449745160e+35 1.335183414310526148e+35
5.425305878069711651e-01 4.449283886444694303e-01 -6.483550293308881773e-02 1.827513494443782803e-03 9.352628109612318304e+34 7.326978266322958043e+34
2.603179052168215768e-01 5.462982541555246874e-01 -7.327953711110002377e-02 1.965230065860060996e-03 1.631078365282168261e+35 1.300039972605524193e+35
4.913928674695617338e-01 4.528810554472796346e-01 -8.343429962523467303e-02 4.217051976959434664e-03 1.594910567366625648e+35 1.058448149150216912e+35
3.740213278694687338e-01 6.326361175167672934e-01 -1.094213819073077687e-01 5.045949110094122281e-03 1.036172510787816104e+35 6.580718449083902051e+34
4.215199299619514783e-01 4.280386030512525197e-01 -6.366287605099686664e-02 2.145508259470485426e-03 1.928679367301795458e+35 1.369956227741238815e+35
4.759660514267624598e-01 3.853154968645157719e-01 -5.577856233153469928e-02 1.789143244467763507e-03 2.105524022093048483e+35 1.189617606504422662e+35
2.555802676687402020e-01 5.659472276540625790e-01 -8.461829145521934659e-02 2.812182736438522887e-03 2.132169784699462229e+35 1.244044419040767720e+35
7.788501558717610962e-01 2.310553831569410188e-01 -3.766570170205135737e-02 1.687305965468169008e-03 1.437292361236216178e+35 7.012980481649234217e+34
3.124988337933164995e-01 5.023874488343552658e-01 -6.923470421847531531e-02 2.267692650490421916e-03 1.661316442026769617e+35 1.334581323287996374e+35
3.268756300543657067e-01 4.860104188106608714e-01 -6.906390713686193228e-02 2.271667653540620276e-03 1.744203327612759247e+35 1.550517427876588421e+35
3.155484504731941309e-01 4.867814143384547876e-01 -6.979802126605581802e-02 2.243187074219425963e-03 2.270826992230144164e+35 1.471568587394356673e+35
5.047638748097712513e-01 3.212294251556292446e-01 -3.426948932841695356e-02 3.168471426388130710e-04 2.144034917385285907e+35 1.155259906223105586e+35
3.446174721941709373e-01 4.295664757868052352e-01 -4.796785434335734677e-02 6.063627156685135388e-04 2.151496106626407220e+35 1.313758577440588991e+35
3.920220207571131210e-01 4.785920090475295208e-01 -7.789108407808550960e-02 3.354807873838573998e-03 1.754791568900275651e+35 1.296218402669411566e+35
4.701726626707963819e-01 5.153555723037460679e-01 -9.738894336207538915e-02 4.853435894771915976e-03 1.152076311298813228e+35 1.008576413258436895e+35
6.277225459755167991e-01 3.511960368782378605e-01 -5.915945155901911751e-02 2.077536810656454343e-03 1.152837220795335778e+35 1.054057405682989773e+35
2.521179261876989042e-01 6.211645154302816163e-01 -1.063664897760281669e-01 4.940245049176577100e-03 1.642259614093065731e+35 1.253944498302269391e+35
2.501637481583559586e-01 6.612085171395138961e-01 -1.220983406046518976e-01 5.990503044461172912e-03 1.476887284908482617e+35 1.333388735723419171e+35
3.195389979256806345e-01 7.044127560234663132e-01 -1.223074889213837807e-01 4.923532023248784403e-03 8.192931525972808526e+34 7.659732108898691726e+34
4.350411095159032460e-01 4.775585090327566506e-01 -6.716322825143117292e-02 2.097756781831519764e-03 1.418451170804159454e+35 7.653428453567247189e+34
3.818697956299222929e-01 5.650287243809107851e-01 -9.204838241302819302e-02 3.365622132017676276e-03 1.398241406281776567e+35 7.796782436297099169e+34
5.714493328240539682e-01 3.153557143492035086e-01 -5.051339879199769761e-02 2.359397380467645293e-03 2.221547304646709870e+35 1.233538247654853906e+35
4.414530577369969455e-01 4.329552635275121797e-01 -6.882786870414465963e-02 2.643986983628166844e-03 1.975356983108995493e+35 1.245332691745444369e+35
6.660266233670535385e-01 3.279463950592361732e-01 -5.580799286188013741e-02 2.196223663523198810e-03 1.131407590802484389e+35 9.411524319294539480e+34
3.939071746002010266e-01 6.725324417488899309e-01 -1.195838180215989116e-01 4.953865858782251046e-03 7.277163426103030247e+34 6.921385736618759085e+34
5.875547072824600647e-01 3.243974691595166160e-01 -4.781482792830187012e-02 1.210560135425623688e-03 1.805012249113196344e+35 1.112300178535181288e+35
3.949482708219152483e-01 5.009942715875727037e-01 -7.928426218791503888e-02 3.046475745722835356e-03 1.281571982043298397e+35 1.229082733584831154e+35
7.391163630286037289e-01 3.969591828699794434e-01 -8.674509979736119702e-02 3.845744644320619327e-03 8.893060642029667163e+34 6.909544995642193998e+34
2.006851021227924470e-01 8.710885374901439215e-01 -1.802468968241869307e-01 9.150367188008413921e-03 1.213642404583438919e+35 7.539489936097986535e+34
4.721610859024542584e-01 7.940819531213672011e-01 -1.887550826251166158e-01 1.027690464137635817e-02 6.476421965665315435e+34 5.945981953244968594e+34
6.601868783067877944e-01 2.191007546656771887e-01 -2.476637224092814379e-02 3.034946292045380997e-04 1.591474703268219587e+35 1.577574265456266859e+35
4.440260960587068539e-01 6.037958440788596670e-01 -1.170116554893988609e-01 5.469447024446348268e-03 9.710704094075578097e+34 7.899959701744659977e+34
4.539753972925344994e-01 6.099921201844018537e-01 -1.259498538943090440e-01 6.439622871571058262e-03 1.067361706447768820e+35 7.927543483734677934e+34
2.570310687164604202e-01 5.109817891569052861e-01 -6.521424399458181087e-02 1.665853788364152514e-03 1.960805978362033021e+35 1.494858651244703923e+35
3.188816334509206873e-01 4.579206685221076101e-01 -5.660899676036561246e-02 1.272655699759623216e-03 2.571976527505909840e+35 1.244481719184305238e+35
7.682419694820352696e-01 1.283333027965637974e-01 -7.470561313037436812e-03 -4.101531698465005400e-04 1.771625558573796637e+35 1.295002777778336169e+35
4.055313503678855125e-01 4.341038797425965101e-01 -6.568911663067249218e-02 2.614532759584949767e-03 2.239711197172948555e+35 1.277507091438090979e+35
4.248326107868082846e-01 5.503033596200157529e-01 -8.514453908629783518e-02 2.984503854558073072e-03 1.085203938540998492e+35 6.796972871796864960e+34
3.728372840863388715e-01 4.010652004293045469e-01 -4.860938904840874514e-02 9.770342393225258781e-04 2.811902357156865147e+35 1.447268824163164440e+35
3.964093705790083799e-01 4.046737483440068228e-01 -5.153591558713272597e-02 1.090821806910224900e-03 3.710261897729908806e+35 1.097684365681417555e+35
2.693558271221033196e-01 4.205323185789461848e-01 -4.141015664524624190e-02 2.170316121489765718e-04 3.216564591568419426e+35 1.785647676034186487e+35
5.707667031702676752e-01 3.152321614761433022e-01 -4.368780116580892048e-02 1.423150772300423245e-03 1.719511407236641459e+35 1.174412077965941327e+35
7.989749741162522900e-01 2.657903493012521712e-01 -5.748276554442472569e-02 3.062319349607246777e-03 1.054884557080974811e+35 9.340035729481688623e+34
8.784982874350034665e-01 1.605419270659618203e-01 -2.326500195540847152e-02 7.950126147615249952e-04 9.010156626475595187e+34 8.577338715173627250e+34
9.541880988504227723e-01 1.480556018642892879e-01 -2.213316826413559701e-02 1.178078697511503111e-04 7.804178395278488508e+34 6.894610451995918022e+34
9.833583620444682483e-01 -1.791356775808973512e-02 1.394406557307449959e-02 -1.170397114509623025e-03 1.524513997964873745e+35 1.287305094943705636e+35
2.724862577171185407e-01 6.663915327600486993e-01 -1.279818739758389057e-01 6.459087186023380368e-03 1.607079445711279209e+35 1.167609107791360153e+35
1.184931292797142488e+00 -6.356518605413484513e-02 1.064446834422887005e-02 -7.369943792426573905e-04 1.076178103132087397e+35 7.244390235161004104e+34
6.448094473199520449e-01 4.520720212655310877e-01 -8.797500121820107932e-02 4.386553700284893074e-03 7.270441716741654258e+34 7.141013029816760513e+34
1.166008859420910371e+00 4.880184178076512475e-02 -2.504353751656140936e-02 1.725035386105205296e-03 9.342399806040725650e+34 5.289285992424990455e+34
5.305868712167853829e-01 5.518778220369645604e-01 -1.140350736652089164e-01 5.853410814464032538e-03 8.572156310837923780e+34 8.217146162173002088e+34
2.708559864031310216e-01 6.670777125384728112e-01 -1.200241113709903523e-01 5.623292776067424087e-03 1.239407155326516290e+35 1.089721701021046361e+35
6.685840157039550924e-01 4.684712642403796590e-01 -1.088328226186702496e-01 5.848527599302895570e-03 9.086652985187609166e+34 7.812041176271480823e+34
8.064169545228596636e-01 2.916250419247325421e-01 -5.989165087761143952e-02 2.764384929623472324e-03 1.005612667491391809e+35 6.730303135456781750e+34
1.150149740001557008e+00 -6.652434403928469964e-02 1.730017442729703606e-02 -1.628750711305916718e-03 1.108034999910069443e+35 8.310704735428690878e+34
3.699271699700938387e-01 4.700558301227844016e-01 -7.478004190255012340e-02 3.038656837368397534e-03 2.435886686740175072e+35 1.347046113079301541e+35
6.209571138826853742e-01 4.584799488823655400e-01 -9.111191196210191579e-02 4.668477257048146527e-03 8.904735722107575084e+34 7.058347522432627059e+34
6.045939926918855178e-01 4.615744712530189808e-01 -9.395833066988411308e-02 4.224188284058397712e-03 1.319665443329626327e+35 6.957789357125968215e+34
3.698345261999670952e-01 5.446637542356790318e-01 -9.911391781036998916e-02 4.972728563542095845e-03 1.869476007510390331e+35 1.062773333868079204e+35
3.209792247614065008e-01 6.680945534416085074e-01 -1.330410370947238685e-01 6.864385986575933553e-03 1.535020667519054241e+35 9.204478993003825707e+34
6.871954884209255932e-01 4.837780083905500739e-01 -1.116310250535192117e-01 6.040020724691655754e-03 9.138225119568023874e+34 5.751568104347439163e+34
4.955757680916689778e-01 5.134542125799349543e-01 -9.574567285041130082e-02 4.839008289286200575e-03 9.542487495332068021e+34 9.120987624552733386e+34
